word	lemma
Possums can become bait shy but the use of pellets containing cyanide reduces shyness.	possum can become bait shy but the use of pellet contain cyanide reduce shyness.
Postage meters are regulated by a country's postal authority; for example, in the United States Postal Service specifies rules creation support and use of postage.	postage meter be regulate by a country's postal authority; for example, in the United States postal Service specify rule creation support and use of postage.
Post Bauhaus( 1933– 45) Gropius House 1938 in Lincoln, Massachusetts The rise of Hitler the 1930s drove out Germany.	Post Bauhaus( 1933- 45) Gropius House 1938 in Lincoln, Massachusetts the rise of Hitler the 1930 drive out Germany.
Post- Roman imported pottery has been excavated from many sites across the region, and apparent surge in late 5th century Mediterranean/ or Byzantine imports is yet to be explained satisfactorily.	Post- Roman import pottery have be excavate from many site across the region, and apparent surge in late 5th century Mediterranean/ or byzantine import be yet to be explain satisfactorily.
Pound's poems were often austere, with every word carefully worked on.	pound's poem be often austere, with every word carefully work on.
Pouring egg whites into a beaker of acetone will also turn translucent and solid.	pour egg white into a beaker of acetone will also turn translucent and solid.
"Powell said that Thatcher's"" most significant point was when she went on to say we must aim at a conventional forces balance."	"Powell say that Thatcher's"" most significant point be when she go on to say we must aim at a conventional force balance."
Powell: Support for Obama does n't mean Iraq war wrong, CNN( October 19 2008).	Powell: support for Obama do not mean Iraq war wrong, CNN( October 19 2008).
Power and thermal control main render Double- sided solar, or Photovoltaic arrays provide electrical power for the ISS.	power and thermal control main render double- sided solar, or photovoltaic array provide electrical power for the ISS.
Powerful women both wisely and unwisely wielded power at various occasions.	powerful woman both wisely and unwisely wield power at various occasion.
Pp 247–253 Their irises are usually either greyish- green or brownish yellow in color.	pp 247–253 they irise be usually either greyish- green or brownish yellow in color.
Practical and warm- spirited, she tries to hold the family together.	practical and warm- spirited, she try to hold the family together.
"Practice and culture Rebbe"" court The Hasidic community is organized in a sect known as( Hebrew: חצר, hatzer; Yiddish ה אף Hoif)."	"practice and culture Rebbe"" court the hasidic community be organize in a sect know as( Hebrew: חצר, hatzer; Yiddish ה אף Hoif)."
"Praising his ability to choose and encourage men of talent, the historian Chateaubriand noted that"" it is voice genius all kinds which sounds from tomb Louis."	"praise he ability to choose and encourage man of talent, the historian Chateaubriand note that"" it be voice genius all kind which sound from tomb Louis."
Prat de la Riba also founded the Escolal'Administració Local( School of Administration), in order to create a body Catalan civil servants for regional government.	Prat de la Riba also found the Escolal'Administració local( School of Administration), in order to create a body catalan civil servant for regional government.
Prayer leaders From the time of Mishnah and Talmud to present, Judaism has required specialists or authorities for practice very few rituals ceremonies.	prayer leader from the time of Mishnah and Talmud to present, Judaism have require specialist or authority for practice very few ritual ceremony.
Precipitation is high also in most of Primorye the extreme south where monsoonal influences can produce quite heavy summer rainfall.	precipitation be high also in most of Primorye the extreme south where monsoonal influence can produce quite heavy summer rainfall.
Precipitation is usually infrequent and light, especially so during the summer months.	precipitation be usually infrequent and light, especially so during the summer month.
Prediction Calculation of the path loss is usually called prediction.	prediction calculation of the path loss be usually call prediction.
Predictions of the force were later extended to finite- conductivity metals and dielectrics, recent calculations have considered more general geometries.	prediction of the force be later extend to finite- conductivity metal and dielectrics, recent calculation have consider more general geometry.
Preeclampsia A condition that some women with diabetes have during the late stages of pregnancy.	preeclampsia a condition that some woman with diabete have during the late stage of pregnancy.
Preparations Many preparations of niacin are available over- the counter as dietary supplements.	preparation many preparation of niacin be available over- the counter as dietary supplement.
Preparation The vast majority of calcium carbonate used in industry is extracted by mining or quarrying.	preparation the vast majority of calcium carbonate use in industry be extract by mining or quarrying.
"Preparation Traditional and latte art Although size is what varies most among different cappuccinos, there are two main ways of preparing cappuccino: one the traditional or classical way with a cap milk foam; other"" Latte Art."	"preparation traditional and latte art although size be what vary most among different cappuccino, there be two main way of prepare cappuccino: one the traditional or classical way with a cap milk foam; other"" Latte Art."
Pre-pubescent and adolescent Athenian girls were sent to the sanctuary of Artemis at Brauron serve Goddess for one year.	pre-pubescent and adolescent athenian girl be send to the sanctuary of Artemis at Brauron serve Goddess for one year.
Presentation In many cultures gifts are traditionally packaged in some way.	presentation in many culture gift be traditionally package in some way.
President de Gaulle, 1958–69 The May 1958 seizure of power in Algiers by French army units and settlers opposed to concessions the face Arab nationalist insurrection ripped apart unstable Fourth Republic.	President de Gaulle, 1958–69 the May 1958 seizure of power in Algiers by french army unit and settler oppose to concession the face arab nationalist insurrection rip apart unstable Fourth Republic.
President GeorgeH.W. Bush appeared in 1992.	President GeorgeH.W. Bush appear in 1992.
President Johnson officially declared a virtual end to the insurrection on May 9, 1865; Jefferson Davis was captured following day.	President Johnson officially declare a virtual end to the insurrection on May 9, 1865; Jefferson Davis be capture follow day.
President Lincoln, upon hearing of the Gettysburg results refused Stephens's request to pass through lines.	President Lincoln, upon hearing of the Gettysburg result refuse Stephens's request to pass through line.
President McKinley demands reforms.	President McKinley demand reform.
Pressing DEPOSIT transferred the binary value represented by current settings of data switches to accumulator.	press deposit transfer the binary value represent by current setting of data switch to accumulator.
Previous Continental Electronics designs, by JamesO. Weldon and others retained most of the characteristics Doherty amplifier but added screen- grid modulation driver( 317B et al.)	previous Continental electronics design, by JamesO. Weldon and other retain most of the characteristic Doherty amplifier but add screen- grid modulation driver( 317B et al.)
Previously announced Viper Music Network projects have failed to materialize.	previously announce Viper Music Network project have fail to materialize.
"Previously, as related in the first reference cited above Faraday had used more straightforward term"" exode( doorway where current exits)."	"previously, as related in the first reference cite above Faraday have use more straightforward term"" exode( doorway where current exit)."
Price theory Milton Friedman 20th century The Great Depression was a major economic recession that ran from 1929 to the late 1930s.	price theory Milton Friedman 20th century the Great Depression be a major economic recession that run from 1929 to the late 1930.
Primary structure of polypeptides In general, are unbranched polymers so their primary can often be specified by the sequence amino acids along backbone.	primary structure of polypeptide in general, be unbranched polymer so they primary can often be specify by the sequence amino acid along backbone.
Princeton, NJ: University Press Pg 88 In 1969 chemical weapons leaked from the US storage depot at Chibana in central Okinawa under so- called Operation Red Hat.	Princeton, NJ: University Press Pg 88 in 1969 chemical weapon leak from the US storage depot at Chibana in central Okinawa under so- call operation Red Hat.
Principle of least astonishment The principle( POLA) is a general in the design all kinds interfaces.	principle of least astonishment the principle( POLA) be a general in the design all kind interface.
Print Carlson accurately predicted the doubling time of DNA sequencing technologies( measured by cost and performance) would be at least as fast Moore's law.	print Carlson accurately predict the double time of dna sequencing technology( measure by cost and performance) would be at least as fast Moore's law.
Printed media Flip books similarly create an illusion of smooth motion when the book is flipped at a fast enough speed.	print media flip book similarly create a illusion of smooth motion when the book be flip at a fast enough speed.
Print. However, within the diaspora particularly among groups that have been politicized term nation has used to describe a more abstract national experience one transcends physical borders and language differences	print. however, within the diaspora particularly among group that have be politicize term nation have use to describe a more abstract national experience one transcend physical border and language difference
Prior to the 1996 legislation, Postal Inspection Service performed duties of OIG.	prior to the 1996 legislation, postal inspection Service perform duty of oig.
Prior to the Marian reforms( see below), heavy infantry was subdivided according experience into three separate lines of troops:** The hastati sing.	prior to the Marian reform( see below), heavy infantry be subdivide accord experience into three separate line of troops:** the hastati sing.
Prior to the start of game, a coin is tossed and winning captain can choose starting end or whether with ball.	prior to the start of game, a coin be toss and win captain can choose starting end or whether with ball.
Prior to this, the corresponding route segment was convert long with heavy slopes necessitating use of auxiliary( helper) locomotives.	prior to this, the correspond route segment be convert long with heavy slope necessitate use of auxiliary( helper) locomotive.
Privacy Act of 1974,Pub.L.No.93-579 88Stat. 1897( December 31)sec. 7 a emphasis added.	privacy act of 1974,Pub.L.no.93-579 88stat. 1897( December 31)sec. 7 a emphasis add.
Private enterprise was encouraged, and foreign investment in the form of joint ventures with Saudi public private companies welcomed.	private enterprise be encourage, and foreign investment in the form of joint venture with saudi public private company welcome.
Private healthcare is offered by many private health insurance companies, each of which has one or more polyclinics and owns associated with hospitals.	private healthcare be offer by many private health insurance company, each of which have one or more polyclinics and own associate with hospital.
Private K– 8 schools* The Banner SchoolSt.	private k- 8 school* the Banner SchoolSt.
Private law main Stipulatio was the basic form of contract in Roman.	private law main Stipulatio be the basic form of contract in Roman.
Private letters later found by historians also indicate a warm and affectionate relationship between the family members.	private letter later find by historian also indicate a warm and affectionate relationship between the family member.
Private patrons funded the initial stages. citation Money from tickets purchased by tourists is now used to pay for work, and private donations are accepted through Friends of Sagrada Família	private patron fund the initial stage. citation money from ticket purchase by tourist be now use to pay for work, and private donation be accept through Friends of Sagrada Família
Private telecommunication operators initially acquired concession agreements with state enterprises.	private telecommunication operator initially acquire concession agreement with state enterprise.
Problems of Life: An Evaluation Modern Biological and Scientific Thought, pg 148 ISBN1-131-79242-4 He believed that complex systems must be examined as complete irreducible in order to fully understand how they work.	problem of life: a evaluation modern biological and Scientific think, pg 148 isbn1-131-79242-4 he believe that complex system must be examine as complete irreducible in order to fully understand how they work.
Procedure Mesmer treated patients both individually and in groups.	procedure Mesmer treat patient both individually and in group.
Proceedings of the International Conference at University Groningen 28–30 October 1985, eds.	Proceedings of the International Conference at University Groningen 28–30 October 1985, ed.
Producer Geoffrey Perkins suggested that the episode's concept be dramatised and rewritten as a sitcom. citation Mathews was originally intended to play Ted, but decided he lacked acting ability role required	producer Geoffrey Perkins suggest that the episode's concept be dramatise and rewrit as a sitcom. citation Mathews be originally intend to play Ted, but decide he lack act ability role require
Producer Irving Mansfield described Sinatra as being obsessed with the thought that his wife, Ava Gardner was having an affair her former husband Artie Shaw.	producer Irving Mansfield describe Sinatra as be obsessed with the thought that he wife, Ava Gardner be have a affair she former husband Artie Shaw.
Production and use From 1950 to 1980, DDT was extensively used in agriculture— more than40,000 tonnes each year worldwide citation it has been estimated that a total of1.8 million have produced globally since the 1940s.	production and use from 1950 to 1980, DDT be extensively use in agriculture- more than40,000 tonne each year worldwide citation it have be estimate that a total of1.8 million have produce globally since the 1940.
"Production models of"" Male tanks( armed with naval cannon and machine guns) Females carrying only- would go on to fight in history's first tank action at the Somme September 1916."	"production model of"" male tank( armed with naval cannon and machine gun) female carry only- would go on to fight in history's first tank action at the Somme September 1916."
"Professional inkjet printers In addition to the widely used small for home and office, there are professional some"" page- width format printing many wide."	"professional inkjet printer in addition to the widely use small for home and office, there be professional some"" page- width format printing many wide."
Professor Juris Zarins believes the Sumerians may have been people living in Persian Gulf region before it flooded at end of last Ice Age.	Professor Juris Zarins believe the Sumerians may have be people live in Persian Gulf region before it flood at end of last Ice age.
Programmers deliberately placed code at the end of a page to achieve free transition next as PC was incremented.	programmer deliberately place code at the end of a page to achieve free transition next as PC be increment.
Programs of this sort were initially discussed at least as early the 1920s and implemented in some countries during 1930s threat war aerial bombardment grew.	program of this sort be initially discuss at least as early the 1920 and implement in some country during 1930 threat war aerial bombardment grow.
Progressive for his time, Tsiolkovsky was not supported on the airship project and author refused a grant to build model.	progressive for he time, Tsiolkovsky be not support on the airship project and author refuse a grant to build model.
Progressive presses handle several shells at once, with each pull of the lever performing a single step on all cases.	progressive press handle several shell at once, with each pull of the lever perform a single step on all case.
Prohibition forced saloons to close, cutting off a large portion of the city's tax base.	prohibition force saloon to close, cut off a large portion of the city's tax base.
Project Summer During the summer of 2001, Enron made an attempt to sell a number International's assets many which were not sold.	project summer during the summer of 2001, Enron make a attempt to sell a number International's asset many which be not sell.
Prokopp. 95 The prime minister can also submit a vote of confidence their cabinet to the Sejm.	Prokopp. 95 the prime minister can also submit a vote of confidence they cabinet to the Sejm.
Prometheus( 1774) was originally planned as a drama but never completed by Goethe, though the poem is inspired it.	Prometheus( 1774) be originally plan as a drama but never complete by Goethe, though the poem be inspire it.
Prone to cyclone activity during the wet season, Darwin experiences heavy monsoonal downpours and spectacular lightning shows. citation During dry city is met with blue skies gentle sea breezes from harbour	prone to cyclone activity during the wet season, Darwin experience heavy monsoonal downpour and spectacular lightning show. citation during dry city be meet with blue sky gentle sea breeze from harbour
Proposals to abolish licensing have been circulating since October 2009.	proposal to abolish licensing have be circulate since October 2009.
Proteins can be very large molecules with specific shapes in folds and sheets, etc. They have three prominent functions the body	protein can be very large molecule with specific shape in fold and sheet, etc. they have three prominent function the body
Provide reasonable estimates of loss and/ or damage.	provide reasonable estimate of loss and/ or damage.
Prussian diplomats discussed granting the Rhineland( predominantly Catholic) to Anton a in exchange for Lutheran Saxony 1827, but nothing came of these talks.	prussian diplomat discuss grant the Rhineland( predominantly catholic) to Anton a in exchange for Lutheran Saxony 1827, but nothing come of these talk.
Psellus,pp. 29–30 As a result of Basil's asceticism he was succeeded by his brother and family who unfortunately proved to be ineffective rulers.	Psellus,pp. 29–30 as a result of Basil's asceticism he be succeed by he brother and family who unfortunately prove to be ineffective ruler.
Pseudoscientific beliefs are widespread, even among science teachers and newspaper editors.	pseudoscientific belief be widespread, even among science teacher and newspaper editor.
Psychoactive drugs can impair the judgment of time.	psychoactive drug can impair the judgment of time.
PT boats also commonly carried between two and eightU.S. Navy Mark 6 depth charges in roll- off racks.	pt boat also commonly carry between two and eightU.S. Navy Mark 6 depth charge in roll- off rack.
Ptolemaic period Detail of the Berlin papyrus 9875 showing 5th column Timotheus' Persae, with a coronis symbol to mark end.	Ptolemaic period detail of the Berlin papyrus 9875 show 5th column Timotheus's Persae, with a coronis symbol to mark end.
"Public and political interest began shifting away from the so- called collectivist concerns of Keynes's managed capitalism to a focus on individual choice,"" remarketized."	"Public and political interest begin shift away from the so- call collectivist concern of Keynes's manage capitalism to a focus on individual choice,"" remarketize."
Public conduct His public does not present itself in quite so amiable a light.	Public conduct he public do not present itself in quite so amiable a light.
Public domain works should not be confused with that are publicly available.	Public domain work should not be confuse with that be publicly available.
Public revocation of a key- pair is required ability, else leaked secret keys would continue to implicate the claimed ownerkey-pair.	Public revocation of a key- pair be require ability, else leak secret key would continue to implicate the claim ownerkey-pair.
Public toilets( latrinae) from Ostia Antica In the city of Rome, most people lived in multistory apartment buildings insulae that were often squalid firetraps.	Public toilet( latrinae) from Ostia Antica in the city of Rome, most people live in multistory apartment building insulae that be often squalid firetrap.
Public transit Some North American cities arranged by size along the horizontal axis and public transportation use on vertical.	Public transit some North american city arrange by size along the horizontal axis and public transportation use on vertical.
Published by Elsevier and Science in China Press.	publish by Elsevier and Science in China Press.
Puccini also wished to establish a national theater in Viareggio, project which would require government support.	Puccini also wish to establish a national theater in Viareggio, project which would require government support.
Puccini's last opera was left unfinished at his death.	Puccini's last opera be leave unfinished at he death.
Puddling was a means of decarburizing pig iron by slow oxidation, with ore as the oxygen source manually stirred using long rod.	puddling be a means of decarburize pig iron by slow oxidation, with ore as the oxygen source manually stir use long rod.
Puerto Ricans may enlist in theU.S. military.	Puerto Ricans may enlist in theU.S. military.
Pulse- Doppler signal processing also produces audible signals that can be used for threat identification.	pulse- Doppler signal processing also produce audible signal that can be use for threat identification.
Punishments included forfeiture of land and exile, or in extreme cases death.	punishment include forfeiture of land and exile, or in extreme case death.
Put better: Since God willed it, faith has saved us.	put better: since God will it, faith have save we.
Pyridine is easily attacked by alkylating agents to give N- alkylpyridinium salts.	Pyridine be easily attack by alkylating agent to give N- alkylpyridinium salt.
"Qantas chief executive Alan Joyce stated that the new design"" speaks of Australian style on global stage at launch event involved employees modelling uniforms."	"Qantas chief executive Alan Joyce state that the new design"" speak of australian style on global stage at launch event involve employee model uniform."
QQ coins can be bought for Renminbi and used to buy virtual products services such as ringtones on- line video game time.	qq coin can be buy for renminbi and use to buy virtual product service such as ringtone on- line video game time.
Quantum mechanics is the theory of atoms and subatomic systems.	Quantum mechanic be the theory of atom and subatomic system.
Quantum numbers main Because of the quantum mechanical nature electrons around a nucleus, atomic orbitals can be uniquely defined by set integers known as.	quantum number main because of the quantum mechanical nature electron around a nucleu, atomic orbital can be uniquely define by set integer know as.
Quasi ballistic missiles A quasi missile( also called a semi) is category of that has low trajectory and/ or largely but can perform maneuvers in flight make unexpected changes direction range.	quasi ballistic missile a quasi missile( also call a semi) be category of that have low trajectory and/ or largely but can perform maneuver in flight make unexpected change direction range.
Quine's classification see AlsoW. V.( 1962) distinguished between three classes of paradoxes: citation* A veridical paradox produces a result that appears absurd but is demonstrated to be true nevertheless	Quine's classification see alsoW. V.( 1962) distinguished between three class of paradoxe: citation* a veridical paradox produce a result that appear absurd but be demonstrate to be true nevertheless
"Quisling was independently- minded, made several key decisions on the spot and unlike his German counterpart he liked to follow procedure ensure that government remained"" a dignified civilised affair throughout."	"Quisling be independently- minded, make several key decision on the spot and unlike he german counterpart he like to follow procedure ensure that government remain"" a dignified civilised affair throughout."
Quite possibly he was both, at ease among friends and under pressure when confronted with his political opponents generally shy retiring.	quite possibly he be both, at ease among friend and under pressure when confront with he political opponent generally shy retire.
Quotations fromSt. Teresa's work are frequently used as chapter headings.	quotation fromSt. Teresa's work be frequently use as chapter heading.
"Quotations main ambox From"" Proletarian Literature in Some Versions of Pastoral: As for propaganda, some very good work has been that; most authors want their point view to be convincing."	"quotation main ambox from"" proletarian literature in some version of Pastoral: as for propaganda, some very good work have be that; most author want they point view to be convincing."
Quoted fromP. Carey( 1981) in citation and may even be combined with an adverb::'' I need you to all really pull your weight.	quote fromP. Carey( 1981) in citation and may even be combine with a adverb::'' I need you to all really pull you weight.
Rachel is next seen as Lilandra's bodyguard along with the rest of Starjammers.	Rachel be next see as Lilandra's bodyguard along with the rest of Starjammers.
Racial neutrality“ We find no evidence that the AOT Program is disproportionately selecting African Americans for court orders, nor there of a disproportionate effect on other minority populations.	"racial neutrality"" we find no evidence that the AOT program be disproportionately select african Americans for court order, nor there of a disproportionate effect on other minority population."
Radiation- hardened devices are offered for space applications.	Radiation- harden device be offer for space application.
"Radio 1 had no real idea what they were doing so to take people off the pirate ships because there was n't anybody else."""	"Radio 1 have no real idea what they be do so to take people off the pirate ship because there be not anybody else."""
Radioisotopes are also a method of treatment in hemopoietic forms tumors; the success for solid has been limited.	radioisotope be also a method of treatment in hemopoietic form tumor; the success for solid have be limit.
Railroad interests were especially eager to start operations since they needed farmers as customers.	Railroad interest be especially eager to start operation since they need farmer as customer.
Railroads helped create a mechanically skilled group of craftsmen and broke the isolation much region.	Railroads help create a mechanically skill group of craftsman and break the isolation much region.
Rail The second most popular form of domestic transportation within Moldova is via railways.	Rail the second most popular form of domestic transportation within Moldova be via railway.
Railways main Historically, three railways were built in Liberia to export ore from mines; they damaged during civil war and as of August 2010 only one had been brought back into service.	railway main historically, three railway be build in Liberia to export ore from mine; they damage during civil war and as of August 2010 only one have be bring back into service.
Raleigh sent others to found the Roanoke Colony; it remains a mystery why settlers all disappeared.	Raleigh send other to find the Roanoke Colony; it remain a mystery why settler all disappear.
Ramsay( 1996),p. 147. 148 When the historical society could not authenticate claim Laflin approached Louisiana author Stanley Arthur who wrote Jean Laffitte: Gentleman Rover based on journal	Ramsay( 1996),p. 147. 148 when the historical society could not authenticate claim Laflin approach Louisiana author stanley Arthur who write Jean Laffitte: Gentleman Rover base on journal
Range White bass are distributed widely across the United States, particularly in Midwest.	Range white bass be distribute widely across the United States, particularly in Midwest.
Rape harms both the unmarried girl and her father, because is property of.	rape harm both the unmarried girl and she father, because be property of.
Rapids on the Groundhog tend to be bigger and more technical than those Missinaibi, but campsites are few poor because volume of travel is so much less.	Rapids on the Groundhog tend to be bigger and more technical than those Missinaibi, but campsite be few poor because volume of travel be so much less.
Rather, these schools offer programs that are included at SHSAT.	Rather, these school offer program that be include at SHSAT.
Ratifications by 16 of the signatories were exchanged in Paris on 7 October 1920.	ratification by 16 of the signatory be exchange in Paris on 7 October 1920.
Rats are also often cast in vicious and aggressive roles when fact, their shyness helps keep them undiscovered for so long an infested home.	rat be also often cast in vicious and aggressive role when fact, they shyness help keep they undiscovered for so long a infest home.
R. Daneel Olivaw's role in the events of that novel would later be described prequels.	R. Daneel Olivaw's role in the event of that novel would later be describe prequel.
Reacting to UN sanctions imposed after missile tests in April 2009, North Korea withdrew from the six- party talks restarted its nuclear facilities and conducted a second test on 25 May.	react to UN sanction impose after missile test in April 2009, North Korea withdraw from the six- party talk restart its nuclear facility and conduct a second test on 25 May.
Reader Polls During the 1980s, The Beano ran a' Readers Request feature where readers could request for particular comic strip to in.	reader poll during the 1980, the Beano run a' reader request feature where reader could request for particular comic strip to in.
Realising the seriousness of situation, Theramenes started negotiations with Lysander.	realise the seriousness of situation, Theramenes start negotiation with Lysander.
Reality processing is productive because human beings actively grapple with their lives and attempt to cope the attendant developmental tasks.	reality processing be productive because human being actively grapple with they life and attempt to cope the attendant developmental task.
Real money online poker is available in the United States, but only Delaware Nevada and New Jersey.	real money online poker be available in the United States, but only Delaware Nevada and New Jersey.
"Rebecca Cable, Renovated Dorms May Use More Energy The Oberlin Review April 2010p. 4. Students may also be at blame for their behavior:"" What electronic devices are they using?"	"Rebecca Cable, renovate Dorms May use more Energy the Oberlin Review April 2010p. 4. student may also be at blame for they behavior:"" what electronic device be they use?"
Recent 20th anniversary arcade machine, combining two classic video games.	recent 20th anniversary arcade machine, combine two classic video game.
Recently discovered funeral mounds in Bulgaria suggest that Thracian kings did rule regions of Thrace with distinct national identity.	recently discover funeral mound in Bulgaria suggest that thracian king do rule region of Thrace with distinct national identity.
Recentlyre-issued by Penguin( 2007) with an updated and livelier translation Peter Sarris, who has also provided a new commentary notes.	recentlyre-issue by Penguin( 2007) with a update and livelier translation Peter Sarris, who have also provide a new commentary note.
Recently, there has been controversy over popular teachers being denied tenure based on other factors including publication rates.	recently, there have be controversy over popular teacher be deny tenure base on other factor include publication rate.
Recent research has revealed that the size distributions of hot classical and cold objects have differing slopes.	recent research have reveal that the size distribution of hot classical and cold object have differ slope.
Recipients see Also Gallery Civil Rights leaderA. Philip Randolph receiving the Presidential Medal of Freedom from president LyndonB. Johnson on September 14, 1964.	recipients see also Gallery Civil Rights leaderA. Philip Randolph receive the Presidential Medal of freedom from president LyndonB. Johnson on September 14, 1964.
Recognized religions and Laïcité enjoy public funding school courses: every pupil in an official from 6 years old to 18 must choose 2 hours per week of compulsory religion —or Laïcité—inspired morals.	recognize religion and Laïcité enjoy public funding school course: every pupil in a official from 6 year old to 18 must choose 2 hour per week of compulsory religion —or laïcité—inspired moral.
Reconstructing the Union: Theory and Policy during Civil War( 1969)* Benedict, Michael Les.	reconstruct the union: theory and policy during Civil War( 1969)* Benedict, Michael Les.
Reconstruction is possible for beams in deep UV to far IR.	reconstruction be possible for beam in deep UV to far IR.
Records of the West Saxon dynasties survive in versions which have been subject to later manipulation, may make it all more significant that some founding' fathers British names: Cerdic Ceawlin Cenwalh.	record of the West Saxon dynasty survive in version which have be subject to later manipulation, may make it all more significant that some found' father british name: Cerdic Ceawlin Cenwalh.
Recreated historical settings simulating past time periods can offer the visitor a sense of traveling back in.	recreate historical setting simulate past time period can offer the visitor a sense of travel back in.
Recreational use of opium elsewhere in the world remained rare into late 19th century, as indicated by ambivalent reports usage.	recreational use of opium elsewhere in the world remain rare into late 19th century, as indicate by ambivalent report usage.
Red Hat provides storage, operating system platforms middleware applications management products and support training consulting services.	Red hat provide storage, operating system platform middleware application management product and support training consulting service.
Redo current iteration Some languages, like Perl and Ruby have a redo statement that restarts the from beginning.	redo current iteration some language, like Perl and Ruby have a redo statement that restart the from beginning.
Reducing eutrophication should be a key concern when considering future policy, and sustainable solution for everyone including farmers ranchers seems feasible.	reduce eutrophication should be a key concern when consider future policy, and sustainable solution for everyone include farmer rancher seem feasible.
Reducing filament consumption improved the life span of batteries.	reduce filament consumption improve the life span of battery.
Reed,p. 13 After a short illness she died of lung cancer on 7 April 1920 at the age seventy- two.	Reed,p. 13 after a short illness she die of lung cancer on 7 April 1920 at the age seventy- two.
Rees( 2006),p. 5 Shouting terms at each other they could not reach agreement on the of a permanent truce but did agree to further mediation which resulted in five- year that held.	Rees( 2006),p. 5 shouting term at each other they could not reach agreement on the of a permanent truce but do agree to further mediation which result in five- year that hold.
Referee Richard Steele asked Taylor twice if he was able to continue fighting, but failed answer.	referee Richard Steele ask Taylor twice if he be able to continue fight, but fail answer.
"References External links* citation Editorial on the use of word"" amyl."	"reference external link* citation editorial on the use of word"" amyl."
References on string theory and M- for the layperson expert.	reference on string theory and m- for the layperson expert.
References to that type look it up in this global environment.	reference to that type look it up in this global environment.
References which are not textually(i.e. lexically) embedded in that block simply do see binding.	reference which be not textually(i.e. lexically) embed in that block simply do see bind.
Reform, Reconstructionist and Humanistic Judaism also do not require a religious divorce ceremony separate from civil.	Reform, Reconstructionist and Humanistic Judaism also do not require a religious divorce ceremony separate from civil.
Reform!: the fight for 1832 Act( Random House, 2010)* TrevelyanG.M. 1920.	Reform!: the fight for 1832 Act( Random House, 2010)* TrevelyanG.M. 1920.
Refractive index Idealized example of light emission cones in a semiconductor, for single point- source zone.	refractive index idealize example of light emission cone in a semiconductor, for single point- source zone.
Refractive index variation for SF- 11 flint glass( upper graph), BK 7 borosilicate middle curve and fused quartz dashed.	refractive index variation for SF- 11 flint glass( upper graph), BK 7 borosilicate middle curve and fuse quartz dash.
"Regarding the situation at York, Morgan wrote that"" It 's bad enough there are hostile mobs on our campuses; making others pay for hostility only rubs salt in wounded freedoms."	"regard the situation at York, Morgan write that"" it be bad enough there be hostile mob on we campuse; make other pay for hostility only rub salt in wounded freedom."
Regardless of a school's approach, students should expect intensive training in textual interpretation voice and movement.	regardless of a school's approach, student should expect intensive training in textual interpretation voice and movement.
Regional state administrative agencies have mostly law enforcement, rescue and judicial duties: police fire emergency readiness basic services environmental permits occupational health safety protection.	regional state administrative agency have mostly law enforcement, rescue and judicial duty: police fire emergency readiness basic service environmental permit occupational health safety protection.
Regional vital statistics The below table gives the( Births, Deaths IMR and NGR) for year 2010 according to RegistrarGen. India.	regional vital statistic the below table give the( birth, death imr and ngr) for year 2010 accord to RegistrarGen. India.
Registered as a daughter of Antoine Louis de la Réale, old Captain cavalrynon-existent person the paternity King is supported by further evidence.	register as a daughter of Antoine Louis de la Réale, old Captain cavalrynon-existent person the paternity King be support by further evidence.
Registers Modern Welsh can be considered to fall broadly into two main registers— Colloquial( Cymraeg llafar) and Literary llenyddol.	register modern Welsh can be consider to fall broadly into two main register- colloquial( Cymraeg llafar) and literary llenyddol.
"Regular operating capacity is1,094 people, with a"" contingency of2,724."	"regular operating capacity be1,094 people, with a"" contingency of2,724."
Regusters and his wife Kai reached Lake Tele, staying there for about two weeks.	Regusters and he wife Kai reach Lake Tele, stay there for about two week.
Rehabilitation of secondary survivors In the worst case, torture can affect several generations.	rehabilitation of secondary survivor in the worst case, torture can affect several generation.
"Reincarnation is part of the religion, in form denaoshi"" passing away for rebirth."	"reincarnation be part of the religion, in form denaoshi"" pass away for rebirth."
Reiner was an admirer of Knopfler's work but did not know him before working on the film.	Reiner be a admirer of Knopfler's work but do not know he before work on the film.
Relations with the West, especially Sweden and Britain were strong but tensions remained Soviet Union.	relation with the West, especially Sweden and Britain be strong but tension remain Soviet Union.
Relation to boiling point of liquids further A log-lin vapor pressure chart for various As a general trend, pressures at ambient temperatures increase with decreasing points.	relation to boiling point of liquid further a log-lin vapor pressure chart for various as a general trend, pressure at ambient temperature increase with decrease point.
Relation to Jewish prayer There are similarities between the Lord's Prayer and both biblicalpost-biblical material in especially Kiddushin 81 a( Babylonian).	relation to jewish prayer there be similarity between the Lord's Prayer and both biblicalpost-biblical material in especially Kiddushin 81 a( Babylonian).
RELAX NG and Schematron intentionally do not provide these.	relax NG and Schematron intentionally do not provide these.
Relief Society Books are collections of articles that can be downloaded or ordered in print.	relief Society book be collection of article that can be download or order in print.
Religious sentiment often becomes a contributory factor of crime.	religious sentiment often become a contributory factor of crime.
Religious significance In Sunni Islam, flatulence invalidates wudu( ritual purity) and the anus must be cleansed with water before prayer in order for it to valid.	religious significance in sunni Islam, flatulence invalidate wudu( ritual purity) and the anus must be cleanse with water before prayer in order for it to valid.
Religious views main Abrahamic religions Robert Indiana's 1977 Love sculpture spelling ahava.	religious view main Abrahamic religion Robert Indiana's 1977 love sculpture spelling ahava.
